nome_blox,course_name,area_do_conhecimento,area_funcional,nota
COMUNICAÇÃO EMPRESARIAL,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,11.5
LINGUAGEM EMPRESARIAL,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,17.200000000000003
GESTAO PUBLICA,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,13.9
ADMINISTRACAO MERCADOLÓGICA APLICADA,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,12.5
A DOCÊNCIA NO ENSINO SUPERIOR (ESTÁGIO / PRÁTICA PEDAGÓGICA),SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,18.3
"A CLT MUDOU, E DAÍ?",SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,14.6
HERMENÊUTICA JURÍDICA,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,0
HERMENÊUTICA JURÍDICA,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,8.5
ESTÁGIO SUPERVISIONADO III,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,27
ATIVIDADES COMPLEMENTARES II,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,20
PSICOLOGIA EDUCACIONAL,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,44
ORGANIZAÇÃO DE SISTEMAS E MÉTODOS,SISTEMAS DE INFORMAÇÃO,Técnico,Sociedade e Mundo,14.4
VENHA SEM MEDO (4ª FEIRA),GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,13.6
FLASH BACK DE MATEMÁTICA (6ª FEIRA),GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,5.1
VENHA SEM MEDO (4ª FEIRA),ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,7.9
MATEMÁTICA II,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,13.7
OCC - LINGUA PORTUGUESA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
OS TEMAS TRANSVERSAIS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
EAD - TEMAS EMERGENTES,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,0
PROJETO INTEGRADOR VI,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
FUNDAMENTOS TEÓRICO-METODOLÓGICOS DE HISTÓRIA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
C&L VI - ÉTICA E DIREITOS HUMANOS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
BRAILLE,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
Aprofundando a Informática segundo as Leis.,ADMINISTRACAO,Técnico,Tecnologia da Informação,0
Cultura Empresarial,ENGENHARIA DE COMPUTAÇÃO,Básico,Gestão de Pessoas,0
Cultura Empresarial,ENGENHARIA CIVIL,Básico,Gestão de Pessoas,0
"Universitários da Esperança, somos o futuro!",ENGENHARIA AMBIENTAL,Complementar,Estratégia e Negociação,8
"Universitários da Esperança, somos o futuro!",ENGENHARIA DE COMPUTAÇÃO,Complementar,Estratégia e Negociação,8
"Universitários da Esperança, somos o futuro!",SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,0
Seja a pessoa certa para o lugar certo,JOGOS DIGITAIS,Técnico,Gestão de Pessoas,7
Seja a pessoa certa para o lugar certo,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,8
"Minerando dados para descobrir conhecimento ",ENGENHARIA CIVIL,Técnico,"Software, Programação e Dados",4.8
Exportar é o que importa!,ENGENHARIA CIVIL,Técnico,Logística,5.2
Exportar é o que importa!,SISTEMAS DE INFORMAÇÃO,Técnico,Logística,0
Exportar é o que importa!,GESTÃO DE RECURSOS HUMANOS,Técnico,Logística,0
Exportar é o que importa!,ENGENHARIA DE PRODUÇÃO,Técnico,Logística,7.5
"A Revolução Digital ",GESTÃO DE RECURSOS HUMANOS,Técnico,Tecnologia da Informação,5.9
Venha sem medo,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,5.5
STN & PAT,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,5.9
Redes for dummies: superando limites,JOGOS DIGITAIS,Técnico,Hardware e Redes,2.5
Minimizando Riscos!,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,8.5
METODOLOGIA DESCOMPLICADA,JOGOS DIGITAIS,Básico,Sociedade e Mundo,9.8
LEALDADE: O PARCEIRO CERTO PARA SEU NEGÓCIO,ENGENHARIA DE COMPUTAÇÃO,Técnico,Marketing,0
Desmistificando a Gestão da Tecnologia da Informação,GESTÃO DE RECURSOS HUMANOS,Técnico,Tecnologia da Informação,0
TRANSFORMANDO OS PIXELS EM RESULTADO,ENGENHARIA CIVIL,Técnico,Marketing,8
TRANSFORMANDO OS PIXELS EM RESULTADO,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,7
Orátória & Retórica - As melhores dicas para você falar bem.,ENGENHARIA AMBIENTAL,Básico,Sociedade e Mundo,0
Guerra dos mundos,CIÊNCIAS CONTÁBEIS,Complementar,Produção,0
Ficar Milionário é fácil quero ver ficar Bilionário!,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,6.3
Ficar Milionário é fácil quero ver ficar Bilionário!,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,0
Aplicações para dispositivos móveis com NativeScript,ENGENHARIA CIVIL,Técnico,"Software, Programação e Dados",8.8
Programação avançada com banco de dados e relatórios,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",0
Dominando o Mundo com a Lógica,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Tecnologia da Informação,5.3
Calculando Minhas Probabilidades de Ganhar Sempre,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,0
Calculando Minhas Probabilidades de Ganhar Sempre,JOGOS DIGITAIS,Quantitativo,Raciocínio Lógico e Matemático,6.2
Aplicando Técnicas Financeiras,ENGENHARIA DE COMPUTAÇÃO,Técnico,Finanças e Economia,5
Aplicando Técnicas Financeiras,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,0
O lado oculto e inesperado de tudo que nos afeta,SISTEMAS DE INFORMAÇÃO,Técnico,Sociedade e Mundo,10
GESTÃO DE PROJETOS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,7.5
AS LEIS DE NEWTON FUNCIONAM NA PRÁTICA?,ADMINISTRACAO,Técnico,Física e Química,0
Feedback é olho no olho,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,19
CONVERSANDO COM OS RELATÓRIOS CONTÁBEIS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,0
AS LEIS DE NEWTON FUNCIONAM NA PRÁTICA?,JOGOS DIGITAIS,Técnico,Física e Química,0
ESTRATÉGIAS PARA OBTER A NOTA MÁXIMA,ENGENHARIA CIVIL,Técnico,Sociedade e Mundo,0
ORÇAMENTO E PLANEJAMENTO FINANCEIRO,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,9
PSICOLOGIA APLICADA À ADMINISTRAÇÃO II,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,5.7
PSICOLOGIA APLICADA À ADMINISTRAÇÃO,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,6
Descobrindo o mercado internacional,SISTEMAS DE INFORMAÇÃO,Técnico,Logística,17.5
MATEMÁTICA FINANCEIRA,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,9.5
ELETIVA IV - GESTÃO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8.7
Agro.export,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,9.5
A MAGIA DOS TRIBUTOS,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,23.5
ELETIVA III - QUER TER UMA CARREIRA DE SUCESSO?,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8.5
ELETIVA V - RESPONSABILIDADE SOCIOAMBIENTAL,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8.7
ELETIVA I - GESTÃO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8
ELETIVA III - GESTÃO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,CIÊNCIAS CONTÁBEIS,Área de conhecimento desconhecido,Área funcional desconhecida,5
"""APROVADO EM 8 CONCURSOS PÚBLICOS!"" O QUE ELE FEZ??",MARKETING,Técnico,Sociedade e Mundo,14
BRANDING: NA MENTE DO CONSUMIDOR!,COMÉRCIO EXTERIOR,Técnico,Marketing,16
DESIGN THINKING: O PODER DA INOVAÇÃO 4.0,CIÊNCIAS CONTÁBEIS,Complementar,Estratégia e Negociação,15.600000000000001
BRANDING: NA MENTE DO CONSUMIDOR!,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,13.8
LINGUAGEM TÉCNICA DE PROGRAMAÇÃO AVANÇADA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,8.9
ANÁLISE DE SISTEMAS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,5.3
REDES DE COMPUTADORES II,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,10
GESTÃO E EMPREENDEDORISMO,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,7.2
INTRODUÇÃO À ECONOMIA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,9.3
TEORIA GERAL DA ADMINISTRAÇÃO,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,14
ELETIVA IV - GESTÃO DE PROJETOS,ADMINISTRACAO,Técnico,Logística,7.6
ELETIVA III - EMPREENDEDORISMO,ADMINISTRACAO,Complementar,Estratégia e Negociação,10
ELETIVA III - METODOLOGIA CIENTÍFICA E DA PESQUISA,ADMINISTRACAO,Complementar,Sociedade e Mundo,7.7
ELETIVA I - RESPONSABILIDADE SOCIOAMBIENTAL,ADMINISTRACAO,Complementar,Sociedade e Mundo,7.7
ELETIVA V - EMPREENDEDORISMO,ADMINISTRACAO,Complementar,Estratégia e Negociação,7
ELETIVA IV - GESTÃO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,ADMINISTRACAO,Complementar,Sociedade e Mundo,6
ELETIVA II - GESTÃO DA QUALIDADE,ADMINISTRACAO,Técnico,Produção,9.4
ELETIVA I - GESTÃO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL,ADMINISTRACAO,Complementar,Sociedade e Mundo,7.4
ELETIVA III - RESPONSABILIDADE SOCIOAMBIENTAL,ADMINISTRACAO,Complementar,Sociedade e Mundo,9
ELETIVA IV - METODOLOGIA CIENTÍFICA E DA PESQUISA,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,10
TEORIA BÁSICA DA ADMINISTRAÇÃO,ADMINISTRACAO,Técnico,Estratégia e Negociação,7.9
SOCIOLOGIA DAS ORGANIZAÇÕES,ADMINISTRACAO,Básico,Sociedade e Mundo,7
METODOLOGIA DO TRABALHO CIENTÍFICO,ADMINISTRACAO,Complementar,Sociedade e Mundo,7
INTRODUÇÃO À ECONOMIA,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,7
ECONOMIA BRASILEIRA E CONTEMPORANEA,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,9.5
CONTABILIDADE I,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8.8
PSICOLOGIA APLICADA À ADMINISTRAÇÃO,GESTÃO DE RECURSOS HUMANOS,Básico,Gestão de Pessoas,13.1
CÁLCULO APLICADO À ADMINISTRAÇÃO,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,7
LINGUAGEM E TÉCNICAS DE PROGRAMAÇÃO AVANÇADA - LTPA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,6.8
ADMINISTRAÇÃO MERCADOLÓGICA APLICADA,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,8.3
JOGOS EMPRESARIAIS,SISTEMAS DE INFORMAÇÃO,Quantitativo,Gestão de Pessoas,14.899999999999999
MEU PROJETO DE VIDA: PLANEJAMENTO/ELABORAÇÃO/ANÁLISE,SISTEMAS DE INFORMAÇÃO,Técnico,Projetos,7
MEU PROJETO DE VIDA: PLANEJAMENTO/ELABORAÇÃO/ANÁLISE,JOGOS DIGITAIS,Técnico,Projetos,0
GERENCIAMENTO DE PROJETOS,JOGOS DIGITAIS,Técnico,Projetos,7.1
LIDERANÇA EMPRESARIAL,SISTEMAS DE INFORMAÇÃO,Complementar,Gestão de Pessoas,15.3
GESTÃO DE COMPETÊNCIAS,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,15.600000000000001
GERENCIAMENTO DE PROJETOS,COMÉRCIO EXTERIOR,Técnico,Projetos,9.3
RESPONSABILIDADE SOCIAL,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,14.3
PEDAGOGIA DAS COMPETÊNCIAS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,16
AVALIAÇÃO NO ENSINO SUPERIOR,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,16.5
ESTATÍSTICA I,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,7
MATEMÁTICA I,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,5.5
INOVAÇÃO E EMPREENDEDORISMO,SISTEMAS DE INFORMAÇÃO,Complementar,Marketing,9.5
ADMINISTRACAO DE SERVIÇOS,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,7.3
O JEITINHO BRASILEIRO: SOCIEDADE E CULTURA,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,7.5
ESTRATÉGIAS DE COMUNICAÇÃO E PREÇOS,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,16.3
ELETIVA II - RESPONSABILIDADE SOCIOAMBIENTAL,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,17
ENGENHARIA DE SOFTWARE,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",0
FILOSOFIA E ÉTICA,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,9.1
SOCIOLOGIA,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,7
"DIREITO, LEGISLAÇÃO E ÉTICA",ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,6
"DIREITO, LEGISLAÇÃO E ÉTICA",JOGOS DIGITAIS,Básico,Sociedade e Mundo,5.3
INTRODUÇÃO AO DIREITO,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,8
INTRODUÇÃO AO DIREITO,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,8
ELETIVA V - DIREITO TRABALHISTA E PREVIDENCIÁRIO,ADMINISTRACAO,Básico,Sociedade e Mundo,8.6
GESTAO DE NEGOCIOS NA INTERNET,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,8
A Sabedoria dos Talheres,MARKETING,Técnico,Marketing,11
SALVANDO O AÇAÍ!!,GESTÃO DE RECURSOS HUMANOS,Complementar,Estratégia e Negociação,15
PLANEJAR PARA DECIDIR,ENGENHARIA CIVIL,Técnico,Estratégia e Negociação,7
ELETIVA III - COMPORTAMENTO DO CONSUMIDOR,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,16.4
COMPORTAMENTO ORGANIZACIONAL,CIÊNCIAS CONTÁBEIS,Básico,Gestão de Pessoas,7.2
PSICOLOGIA APLICADA À ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS,Básico,Gestão de Pessoas,7.3
ESTÁGIO SUPERVISIONADO III,CIÊNCIAS CONTÁBEIS,Área de conhecimento desconhecido,Área funcional desconhecida,7
TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO II (EAD),SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,17.5
ELETIVA I - METODOLOGIA CIENTÍFICA E DA PESQUISA (EAD),SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,14.4
ADMINISTRACAO MERCADOLÓGICA I,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,7.2
DIREITO EMPRESARIAL / SOCIAL / TRABALHISTA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,15.5
REDAÇÃO NOTA MIL - SAIBA COMO ESCREVER E SE DAR BEM,JOGOS DIGITAIS,Básico,Sociedade e Mundo,7
REDAÇÃO NOTA MIL - SAIBA COMO ESCREVER E SE DAR BEM,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,6.8
"""APROVADO EM 8 CONCURSOS PÚBLICOS! - O QUE ELE FEZ?",ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,0
TEXTO E CONTEXTO,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,8.4
PROJETO INTEGRADOR I,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,9
ELETIVA II - METODOLOGIA CIENTÍFICA E DA PESQUISA,CIÊNCIAS CONTÁBEIS,Complementar,Sociedade e Mundo,0
CONTABILIDADE GERENCIAL,CIÊNCIAS CONTÁBEIS,Quantitativo,Contabilidade,5.5
NEGÓCIOS FAMILIARES,ENGENHARIA DE COMPUTAÇÃO,Técnico,Estratégia e Negociação,8.2
MANAGEMENT DE MATERIAIS,COMÉRCIO EXTERIOR,Técnico,Materiais,9.5
MANAGEMENT DE MATERIAIS,SISTEMAS DE INFORMAÇÃO,Técnico,Materiais,0
CIÊNCIAS POLÍTICAS,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,0
FUNDAMENTOS DE ADMINISTRAÇÃO II,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,1.5
FUNDAMENTOS DE ADMINISTRAÇÃO II,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,3
METODOLOGIA DA PESQUISA (EAD),ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,0
FILOSOFIA (EAD),ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,0
COMPORTAMENTO ORGANIZACIONAL (EAD),ADMINISTRACAO,Básico,Gestão de Pessoas,0
ADMINISTRACAO MERCADOLÓGICA I,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,0
ELETIVA IV - GESTÃO PÚBLICA,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,8
LOGÍSTICA,CIÊNCIAS CONTÁBEIS,Básico,Logística,8.5
ADMINISTRACAO DE SISTEMAS DE INFORMAÇÃO,CIÊNCIAS CONTÁBEIS,Técnico,"Software, Programação e Dados",7
ELETIVA I - RACIOCÍNIO LÓGICO E QUANTITATIVO,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,7.5
A MATEMÁTICA DAS PIRÂMIDES DO EGITO,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,0
A MATEMÁTICA DAS PIRÂMIDES DO EGITO,JOGOS DIGITAIS,Quantitativo,Raciocínio Lógico e Matemático,0.5
QUER TER UMA CARREIRA DE SUCESSO?,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,8.5
SEJA O LÍDER QUE TODOS QUEREM TER!,MARKETING,Técnico,Gestão de Pessoas,9.5
SEJA O LÍDER QUE TODOS QUEREM TER!,ENGENHARIA DE COMPUTAÇÃO,Técnico,Gestão de Pessoas,7.5
SEJA O LÍDER QUE TODOS QUEREM TER!,COMÉRCIO EXTERIOR,Técnico,Gestão de Pessoas,9
ELETIVA I - QUER TER UMA CARREIRA DE SUCESSO?,ADMINISTRACAO,Técnico,Gestão de Pessoas,8.5
ELETIVA IV - LIDERANÇA,SISTEMAS DE INFORMAÇÃO,Complementar,Gestão de Pessoas,7.7
ELETIVA IV - LIDERANÇA,CIÊNCIAS CONTÁBEIS,Complementar,Gestão de Pessoas,9
MICROECONOMIA,CIÊNCIAS CONTÁBEIS,Básico,Finanças e Economia,7.6
A JOGATINA DAS DÉCADAS,ADMINISTRACAO,Técnico,Estratégia e Negociação,9.8
SISTEMAS OPERACIONAIS,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",3.3
BANCO DE DADOS II,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",8.5
O MAGO DAS NEGOCIAÇÕES,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,7
GOOGLE X FACE - A BATALHA NA REDE!,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,6.8
GOOGLE X FACE - A BATALHA NA REDE!,ENGENHARIA DE PRODUÇÃO,Técnico,Marketing,0
PESSOAS CONECTADAS,COMÉRCIO EXTERIOR,Técnico,Gestão de Pessoas,10
TOPICOS ESPECIAIS EM ADMINISTRAÇÃO I,CIÊNCIAS CONTÁBEIS,Complementar,Estratégia e Negociação,7.5
ADMINISTRACAO ESTRATÉGICA,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,7.1
ADMINISTRACAO MERCADOLÓGICA II,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,7.1
MERCADO E FINANÇAS INTERNACIONAIS,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,6
ELETIVA II - PESQUISA DE MERCADO,ADMINISTRACAO,Quantitativo,Marketing,0
DIREITO EDUCACIONAL,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,8.4
FUNDAMENTOS DE CIÊNCIAS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,6.3
CURRÍCULO EDUCACIONAL,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,8.3
PESQUISA PEDAGÓGICA II: O PROFESSOR E SUA RELAÇÃO COM SEU CONHECIMENTO,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,7
ATIVIDADES INTEGRADORAS,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,7
MACROECONOMIA,CIÊNCIAS CONTÁBEIS,Básico,Finanças e Economia,7.7
Macroeconomia para todos,COMÉRCIO EXTERIOR,Básico,Finanças e Economia,9
O MERCADO TE ESPERA! E AÍ? - ENADE,SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,9
JUNTANDO AS CAIXINHAS,SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,8.2
PROJETO INTEGRADOR II,CIÊNCIAS CONTÁBEIS,Área de conhecimento desconhecido,Área funcional desconhecida,8.8
ADMINISTRACAO DE PRODUÇÃO E MATERIAIS,GESTÃO DE RECURSOS HUMANOS,Técnico,Produção,0
CONTABILIDADE GERENCIAL,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Contabilidade,7
ADMINISTRACAO ORÇAMENTARIA E CONTROLADORIA,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,7.5
CONTABILIDADE GERAL,COMÉRCIO EXTERIOR,Quantitativo,Contabilidade,4
ADMINISTRAÇÃO FINANCEIRA II,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,7
ADMINISTRACAO FINANCEIRA I,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,7.6
ADMINISTRACAO DE PRODUÇÃO E MATERIAIS,CIÊNCIAS CONTÁBEIS,Técnico,Produção,7.3
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (5ª FEIRA),ENGENHARIA DE PRODUÇÃO,Quantitativo,"Software, Programação e Dados",9
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (2ª FEIRA),JOGOS DIGITAIS,Quantitativo,Tecnologia da Informação,7.8
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (2ª FEIRA),ADMINISTRACAO,Quantitativo,Tecnologia da Informação,7.5
LÓGICA COMPUTACIONAL,JOGOS DIGITAIS,Quantitativo,Tecnologia da Informação,2.5
LÓGICA COMPUTACIONAL,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Tecnologia da Informação,8.6
ATIVIDADES COMPLEMENTARES I,CIÊNCIAS CONTÁBEIS,Área de conhecimento desconhecido,Área funcional desconhecida,10
WhatZap& Negócios,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,0
SUA EMPRESA SEM FRONTEIRAS,ENGENHARIA DE PRODUÇÃO,Técnico,Logística,7
CONHECIMENTO SEM FRONTEIRA,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Finanças e Economia,8
CONHECIMENTO SEM FRONTEIRA,MARKETING,Quantitativo,Finanças e Economia,8.7
Ser Líder ou  Chefe?,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,4.5
Ser Líder ou  Chefe?,COMÉRCIO EXTERIOR,Técnico,Gestão de Pessoas,18
Quem quer ser um milionário?,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,0
CONHECIMENTO SEM FRONTEIRA,SISTEMAS DE INFORMAÇÃO,Quantitativo,Finanças e Economia,7
MATEMÁTICA FINANCEIRA,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Finanças e Economia,6
MATEMÁTICA COMPUTACIONAL,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,0.5
CÁLCULO DIFERENCIAL E INTEGRAL,JOGOS DIGITAIS,Quantitativo,Raciocínio Lógico e Matemático,8
MÉTODOS QUANTITATIVOS,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,8.1
ESTATISTICA II,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,1
ESTATÍSTICA I,COMÉRCIO EXTERIOR,Quantitativo,Raciocínio Lógico e Matemático,2
LÓGICA COMPUTACIONAL O PRINCÍPIO DE TUDO,ADMINISTRACAO,Quantitativo,Tecnologia da Informação,8.5
MÉTODOS QUANTITATIVOS,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,6
ESTATISTICA II,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,7.5
Gerenciando seu Banco de Dados,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",8.5
INTRODUÇÃO À ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,7.3
"Dos Materiais, um curso.",JOGOS DIGITAIS,Técnico,Materiais,14.4
